authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Rodriguez W.; Feller I.C.	2004	Article	NA	Atoll Research Bulletin	English	Rodriguez W. Smithsonian Environmental Res. Ctr. Edgewater MD 21037 PO Box 28 United States; Feller I.C. Smithsonian Environmental Res. Ctr. Edgewater MD 21037 PO Box 28 United States	Smithsonian Environmental Res. Ctr. Edgewater MD 21037 PO Box 28 United States	Scopus				
Crabbe M.J.C.; Martinez E.; Garcia C.; Chub J.; Castro L.; Guy J.	2010	Article	NA	Society and Natural Resources	English	Crabbe M.J.C. Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire Luton LU1 3JU Park Square United Kingdom; Martinez E. Belize Regional Initiative Earthwatch Institute Punta Gorda Town Joe Taylor Creek Bridge Belize; Garcia C. Toledo Association for Sustainable Tourism and Empowerment (TASTE) Punta Gorda Town Toledo Belize; Chub J. Toledo Institute for Development and Environment (TIDE) Punta Gorda Town Toledo Belize; Castro L. Friends of Nature Village of Placencia Stann Creek District Belize; Guy J. Belize Department of Fisheries Belize City Belize	Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire Luton LU1 3JU Park Square United Kingdom; Belize Regional Initiative Earthwatch Institute Punta Gorda Town Joe Taylor Creek Bridge Belize; Toledo Association for Sustainable Tourism and Empowerment (TASTE) Punta Gorda Town Toledo Belize; Toledo Institute for Development and Environment (TIDE) Punta Gorda Town Toledo Belize; Friends of Nature Village of Placencia Stann Creek District Belize; Belize Department of Fisheries Belize City Belize	Scopus				
Graham R.T.; Carcamo R.; Rhodes K.L.; Roberts C.M.; Requena N.	2008	Article	NA	Coral Reefs	English	Graham R.T. Wildlife Conservation Society Punta Gorda c/o PO Box 37 Belize; Carcamo R. Belize Fisheries Department Princess Margaret Drive Belize City Belize; Rhodes K.L. College of Agriculture Forestry and Natural Resource Management University of Hawaii at Hilo Hilo HI United States; Roberts C.M. Environment Department University of York York YO10 5DD United Kingdom; Requena N. Nature Conservancy Meso-American Reef Program Guatemala City Guatemala	Wildlife Conservation Society Punta Gorda c/o PO Box 37 Belize; Belize Fisheries Department Princess Margaret Drive Belize City Belize; College of Agriculture Forestry and Natural Resource Management University of Hawaii at Hilo Hilo HI United States; Environment Department University of York York YO10 5DD United Kingdom; Nature Conservancy Meso-American Reef Program Guatemala City Guatemala	Scopus				
Crabbe M.J.C.; Martinez E.; Garcia C.; Chub J.; Castro L.; Guy J.	2011	Book chapter	NA	Coral Reefs: Biology Threats and Restoration	English	Crabbe M.J.C. Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire United Kingdom; Martinez E. Belize Regional Initiative Earthwatch Institute Belize; Garcia C. Toledo Association for Sustainable Tourism and Empowerment (TASTE) Toledo Belize; Chub J. Toledo Institute for Development and Environment (TIDE) Toledo Belize; Castro L. Friends of Nature Village of Placencia Belize; Guy J. Belize Department of Fisheries Belize	Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire United Kingdom; Belize Regional Initiative Earthwatch Institute Belize; Toledo Association for Sustainable Tourism and Empowerment (TASTE) Toledo Belize; Toledo Institute for Development and Environment (TIDE) Toledo Belize; Friends of Nature Village of Placencia Belize; Belize Department of Fisheries Belize	Scopus				
Soto I.; Andréfouët S.; Hu C.; Muller-Karger F.E.; Wall C.C.; Sheng J.; Hatcher B.G.	2009	Article	NA	Coral Reefs	English	Soto I. Institute for Marine Remote Sensing College of Marine Science University of South Florida St. Petersburg FL 33701 United States; Andréfouët S. UR 128 Coréus Institut de Recherche Pour le Développement 98848 Noumea Cedex New Caledonia BP A5 France; Hu C. Institute for Marine Remote Sensing College of Marine Science University of South Florida St. Petersburg FL 33701 United States; Muller-Karger F.E. School for Marine Science and Technology University of Massachusetts Dartmouth New Bedford MA 02744-1221 706 South Rodney French Blvd United States; Wall C.C. Institute for Marine Remote Sensing College of Marine Science University of South Florida St. Petersburg FL 33701 United States; Sheng J. Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada; Hatcher B.G. Bras d'Or Institute for Marine Ecosystem Research Cape Breton University Sydney NS B1P 6L2 Canada	Institute for Marine Remote Sensing College of Marine Science University of South Florida St. Petersburg FL 33701 United States; UR 128 Coréus Institut de Recherche Pour le Développement 98848 Noumea Cedex New Caledonia BP A5 France; School for Marine Science and Technology University of Massachusetts Dartmouth New Bedford MA 02744-1221 706 South Rodney French Blvd United States; Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada; Bras d'Or Institute for Marine Ecosystem Research Cape Breton University Sydney NS B1P 6L2 Canada	Scopus				
Arias-González J.E.; Núñez-Lara E.; Rodríguez-Zaragoza F.A.; Legendre P.	2011	Article	All Open Access; Gold Open Access	Ciencias Marinas	English	Arias-González J.E. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del IPN Unidad Mérida AP 73 CORDEMEX Mérida 97310 Yucatán Antigua Carretera a Progreso Km 6 Mexico; Núñez-Lara E. Universidad Autónoma del Carmen Campeche Col. Aviación Ciudad del Carmen 24180 Mexico; Rodríguez-Zaragoza F.A. Laboratorio de Ecosistemas Marinos y Acuicultura (LEMA) Departamento de Ecología CUCBA Universidad de Guadalajara AP 52-114 Zapopan 45110 Jalisco Carretera Guadalajara-Nogales Km 15.5 Mexico; Legendre P. Département de Sciences Biologiques Université de Montréal Montréal Québec H3C 3J7 Canada	Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del IPN Unidad Mérida AP 73 CORDEMEX Mérida 97310 Yucatán Antigua Carretera a Progreso Km 6 Mexico; Universidad Autónoma del Carmen Campeche Col. Aviación Ciudad del Carmen 24180 Mexico; Laboratorio de Ecosistemas Marinos y Acuicultura (LEMA) Departamento de Ecología CUCBA Universidad de Guadalajara AP 52-114 Zapopan 45110 Jalisco Carretera Guadalajara-Nogales Km 15.5 Mexico; Département de Sciences Biologiques Université de Montréal Montréal Québec H3C 3J7 Canada	Scopus				
Heyman W.D.; Kjerfve B.	2008	Article	NA	Bulletin of Marine Science	English	Heyman W.D. Department of Geography Texas A and M University College Station TX 77843-3147 United States; Kjerfve B. Department of Oceanography College of Geosciences Texas A and M University College Station TX 77843-3147 United States	Department of Geography Texas A and M University College Station TX 77843-3147 United States; Department of Oceanography College of Geosciences Texas A and M University College Station TX 77843-3147 United States	Scopus				
McClanahan T.R.; Carreiro-Silva M.; DiLorenzo M.	2007	Article	NA	Marine Pollution Bulletin	English	McClanahan T.R. Marine Programs Wildlife Conservation Society Bronx NY United States; Carreiro-Silva M. Chesapeake Biological Laboratory University of Maryland Center for Environmental Science Solomons MD 20688-0038 United States; DiLorenzo M. Department of Ecology Evolution and Environmental Biology Columbia University New York NY 10027 1200 Amsterdam Avenue United States	Marine Programs Wildlife Conservation Society Bronx NY United States; Chesapeake Biological Laboratory University of Maryland Center for Environmental Science Solomons MD 20688-0038 United States; Department of Ecology Evolution and Environmental Biology Columbia University New York NY 10027 1200 Amsterdam Avenue United States	Scopus				
Gischler E.; Pisera A.	1999	Article	NA	Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen	English	Gischler E. Geologisch-Palaontologisches Inst. Johann-Wolfgang-Goethe-Univ. 60054 Frankfurt/Main Senckenberganlage 32-34 Germany; Pisera A. Institute of Paleobiology Polish Academy of Science 00-818 Warszawa ul. Twarda 51/55 Poland	Geologisch-Palaontologisches Inst. Johann-Wolfgang-Goethe-Univ. 60054 Frankfurt/Main Senckenberganlage 32-34 Germany; Institute of Paleobiology Polish Academy of Science 00-818 Warszawa ul. Twarda 51/55 Poland	Scopus				
Euán-Avila J.I.; Liceaga-Correa M.A.	2004	Book chapter	NA	GIS for Coastal Zone Management	English	Euán-Avila J.I. Department of Marine Resources CINVESTAV Mérida Mexico; Liceaga-Correa M.A. Department of Marine Resources CINVESTAV Mérida Mexico	Department of Marine Resources CINVESTAV Mérida Mexico	Scopus				
Garren M.; Walsh S.M.; Caccone A.; Knowlton N.	2006	Article	NA	Coral Reefs	English	Garren M. Department of Ecology and Evolutionary Biology Yale University New Haven CT 06520 United States Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA 92093-0202 United States; Walsh S.M. Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA 92093-0202 United States; Caccone A. Department of Ecology and Evolutionary Biology Yale University New Haven CT 06520 United States; Knowlton N. Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA 92093-0202 United States Smithsonian Tropical Research Institute Balboa Ancon Panama Naos Apartado 0843-03092 Panama	Department of Ecology and Evolutionary Biology Yale University New Haven CT 06520 United States; Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA 92093-0202 United States; Smithsonian Tropical Research Institute Balboa Ancon Panama Naos Apartado 0843-03092 Panama	Scopus				
Paris C.B.; Chérubin L.M.	2008	Article	NA	Coral Reefs	English	Paris C.B. Division of Applied Marine Physics Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States; Chérubin L.M. Division of Meteorology and Physical Oceanography Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States	Division of Applied Marine Physics Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States; Division of Meteorology and Physical Oceanography Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States	Scopus				
Baird T.A.; Baird T.D.	2006	Article	NA	Ethology	English	Baird T.A. Department of Biology University of Central Oklahoma Edmond OK United States Department of Biology University of Central Oklahoma Edmond OK 73034 100 North University Drive United States; Baird T.D. Oklahoma City-County Heath Department Community Services Division Child Guidance Oklahoma City OK United States	Department of Biology University of Central Oklahoma Edmond OK United States; Oklahoma City-County Heath Department Community Services Division Child Guidance Oklahoma City OK United States; Department of Biology University of Central Oklahoma Edmond OK 73034 100 North University Drive United States	Scopus				
Carilli J.E.; Godfrey J.; Norris R.D.; Sandin S.A.; Smith J.E.	2010	Article	NA	Bulletin of Marine Science	English	Carilli J.E. Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States Australian Nuclear Science and Technology Organization Kirrawee DC NSW 2232 locked Bag 2001 Australia; Godfrey J. Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States Corps de La Paix Yaoundé B.P. 215 Cameroon; Norris R.D. Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States; Sandin S.A. Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States; Smith J.E. Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States	Scripps Institution of Oceanography San Diego CA 92093-0244 9500 Gilman Dr. 0208 United States; Australian Nuclear Science and Technology Organization Kirrawee DC NSW 2232 locked Bag 2001 Australia; Corps de La Paix Yaoundé B.P. 215 Cameroon	Scopus				
Graham R.T.; Roberts C.M.	2007	Article	NA	Fisheries Research	English	Graham R.T. Wildlife Conservation Society Punta Gorda PO Box 37 Belize Environment Department University of York York YO10 5DD United Kingdom; Roberts C.M. Environment Department University of York York YO10 5DD United Kingdom	Wildlife Conservation Society Punta Gorda PO Box 37 Belize; Environment Department University of York York YO10 5DD United Kingdom	Scopus				
Garcia M.	2019	Conference paper	NA	1st EAGE Workshop on Advanced Seismic Solutions and New Exploration Concepts to Unlock the Potential of the Caribbean Shelf	English	Garcia M. Industrial University of Santander Colombia	Industrial University of Santander Colombia	Scopus				
Anker A.	2011	Article	NA	Marine Biodiversity Records	English	Anker A. Instituto de Ciências Do Mar (Labomar) Universidade Federal Do Ceará Fortaleza CE Brazil	Instituto de Ciências Do Mar (Labomar) Universidade Federal Do Ceará Fortaleza CE Brazil	Scopus				
Ng C.H.J.; Vecchi G.A.	2020	Article	NA	Climate Dynamics	English	Ng C.H.J. Atmospheric and Oceanic Sciences (AOS) Princeton University 300 Forrestal Road Sayre Hall Princeton 08540-6659 NJ United States; Vecchi G.A. Atmospheric and Oceanic Sciences (AOS) Princeton University 300 Forrestal Road Sayre Hall Princeton 08540-6659 NJ United States Department of Geosciences Princeton University Princeton 08540-6649 NJ United States Princeton Environmental Institute Princeton University Princeton 08540-6649 NJ United States	Atmospheric and Oceanic Sciences (AOS) Princeton University 300 Forrestal Road Sayre Hall Princeton 08540-6659 NJ United States; Department of Geosciences Princeton University Princeton 08540-6649 NJ United States; Princeton Environmental Institute Princeton University Princeton 08540-6649 NJ United States	Scopus				
Rivers T.J.; Morin J.G.	2008	Article	All Open Access; Bronze Open Access; Green Open Access	Journal of Experimental Biology	English	Rivers T.J. Department of Ecology and Evolutionary Biology Cornell University New York NY 85201 United States; Morin J.G. Department of Ecology and Evolutionary Biology Cornell University New York NY 85201 United States	Department of Ecology and Evolutionary Biology Cornell University New York NY 85201 United States	Scopus				
Ishizaki N.N.; Nakaegawa T.; Pinzón R.; Sasaki H.	2023	Article	All Open Access; Gold Open Access	Frontiers in Earth Science	English	Ishizaki N.N. Center for Climate Change Adaptation National Institute for Environmental Studies Ibaraki Tsukuba Japan; Nakaegawa T. Department of Applied Meteorology Research Meteorological Research Institute Ibaraki Tsukuba Japan; Pinzón R. Universidad Tecnológica de Panamá Centro de Investigaciones Hidráulicas e Hidrotécnicas Group HPC-Cluster-Iberogun Panamá City Panama; Sasaki H. Center for Climate Change Adaptation National Institute for Environmental Studies Ibaraki Tsukuba Japan	Center for Climate Change Adaptation National Institute for Environmental Studies Ibaraki Tsukuba Japan; Department of Applied Meteorology Research Meteorological Research Institute Ibaraki Tsukuba Japan; Universidad Tecnológica de Panamá Centro de Investigaciones Hidráulicas e Hidrotécnicas Group HPC-Cluster-Iberogun Panamá City Panama	Scopus				
Corporal-Lodangco I.L.; Richman M.B.; Leslie L.M.; Lamb P.J.	2014	Conference paper	All Open Access; Gold Open Access; Green Open Access	Procedia Computer Science	English	Corporal-Lodangco I.L. Cooperative Institute for Mesoscale Meteorological Studies United States; Richman M.B. Cooperative Institute for Mesoscale Meteorological Studies United States University of Oklahoma United States; Leslie L.M. Cooperative Institute for Mesoscale Meteorological Studies United States University of Oklahoma United States; Lamb P.J. Cooperative Institute for Mesoscale Meteorological Studies United States	Cooperative Institute for Mesoscale Meteorological Studies United States; University of Oklahoma United States	Scopus				
Martinez J.I.; Mora G.; Barrows T.T.	2007	Article	All Open Access; Green Open Access	Marine Micropaleontology	English	Martinez J.I. Departamento de Geología Area de Ciencias del Mar Universidad Eafit Medellín A.A. 3300 Colombia; Mora G. Department of Geological and Atmospheric Sciences Iowa State University Ames IA 50011 United States; Barrows T.T. Department of Nuclear Physics Research School of Physical Sciences and Engineering The Australian National University Camberra ACT 0200 Australia	Departamento de Geología Area de Ciencias del Mar Universidad Eafit Medellín A.A. 3300 Colombia; Department of Geological and Atmospheric Sciences Iowa State University Ames IA 50011 United States; Department of Nuclear Physics Research School of Physical Sciences and Engineering The Australian National University Camberra ACT 0200 Australia	Scopus				
Elsner J.B.; Niu X.; Jagger T.H.	2004	Article	All Open Access; Bronze Open Access	Journal of Climate	English	Elsner J.B. Department of Geography The Florida State University Tallahassee FL 32306 United States; Niu X. Department of Statistics The Florida State University Tallahassee FL United States; Jagger T.H. Insightful Corporation Seattle WA United States	Department of Geography The Florida State University Tallahassee FL 32306 United States; Department of Statistics The Florida State University Tallahassee FL United States; Insightful Corporation Seattle WA United States	Scopus				
Juárez-de la Rosa B.A.; Ardisson P.-L.; Azamar-Barrios J.A.; Quintana P.; Alvarado-Gil J.J.	2007	Article	NA	Materials Science and Engineering C	English	Juárez-de la Rosa B.A. Marine Resources Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico; Ardisson P.-L. Marine Resources Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico; Azamar-Barrios J.A. Applied Physics Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico; Quintana P. Applied Physics Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico; Alvarado-Gil J.J. Applied Physics Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico	Marine Resources Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico; Applied Physics Department Cinvestav Unidad Mérida Cordemex 97310 Merida Yucatan Carretera antigua a Progreso km 6 Mexico	Scopus				
Schaeffner B.C.	2018	Article	NA	Journal of Parasitology	English	Schaeffner B.C. Instituto de Biociências Universidade de São Paulo Rua do Matão 321 São Paulo SP 05508-090 Brazil Water Research Group Unit for Environmental Sciences and Management North-West University Private Bag X6001 Potchefstroom 2520 South Africa	Instituto de Biociências Universidade de São Paulo Rua do Matão 321 São Paulo SP 05508-090 Brazil; Water Research Group Unit for Environmental Sciences and Management North-West University Private Bag X6001 Potchefstroom 2520 South Africa	Scopus				
Sanchez J.; Mann P.; Carvajal-Arenas L.C.; Bernal-Olaya R.	2019	Article	NA	AAPG Bulletin	English	Sanchez J. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States Ecopetrol S.A. Bogotá D.C. Colombia United States; Mann P. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States; Carvajal-Arenas L.C. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States AGI Exploration Houston TX United States; Bernal-Olaya R. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States Universidad Industrial de Santander Bucaramanga Santander Colombia	Department of Earth and Atmospheric Sciences University of Houston Houston TX United States; Ecopetrol S.A. Bogotá D.C. Colombia United States; AGI Exploration Houston TX United States; Universidad Industrial de Santander Bucaramanga Santander Colombia	Scopus				
Gasca R.	2009	Article	All Open Access; Bronze Open Access	Zootaxa	English	Gasca R. El Colegio de la Frontera Sur (ECOSUR) Unidad Chetumal. A.P. 424. Chetumal Quintana Roo 77014 Mexico	El Colegio de la Frontera Sur (ECOSUR) Unidad Chetumal. A.P. 424. Chetumal Quintana Roo 77014 Mexico	Scopus				
Carrera-Parra L.F.; Rizzo A.E.; Salazar-Vallejo S.I.	2008	Article	NA	Journal of the Marine Biological Association of the United Kingdom	English	Carrera-Parra L.F. El Colegio de la Frontera Sur Departamento de Ecología Acuática Chetumal Q. Roo 77014 Ave. Centenario Km 5.5 Mexico; Rizzo A.E. Departamento de Zoologia IB UNICAMP 13.063-970 Campinas Estado de São Paulo CP 6109 Brazil; Salazar-Vallejo S.I. El Colegio de la Frontera Sur Departamento de Ecología Acuática Chetumal Q. Roo 77014 Ave. Centenario Km 5.5 Mexico	El Colegio de la Frontera Sur Departamento de Ecología Acuática Chetumal Q. Roo 77014 Ave. Centenario Km 5.5 Mexico; Departamento de Zoologia IB UNICAMP 13.063-970 Campinas Estado de São Paulo CP 6109 Brazil	Scopus				
Condal A.R.; Vega-Moro A.; Ardisson P.-L.	2013	Article	NA	International Journal of Remote Sensing	English	Condal A.R. Département des sciences géomantiques Université Laval Québec G1K 7P4 Canada; Vega-Moro A. Departamento de Recursos del Mar Cinvestav 97310 Mérida Yucatán Mexico; Ardisson P.-L. Departamento de Recursos del Mar Cinvestav 97310 Mérida Yucatán Mexico	Département des sciences géomantiques Université Laval Québec G1K 7P4 Canada; Departamento de Recursos del Mar Cinvestav 97310 Mérida Yucatán Mexico	Scopus				
Villalobos-León R.I.; Mendoza-Becerril M.A.	2025	Article	NA	Zootaxa	English	Villalobos-León R.I. Escuela de Ciencias Biológicas Facultad de Ciencias Exactas y Naturales Universidad Nacional de Costa Rica Costa Rica; Mendoza-Becerril M.A. Departamento de Sistemática y Ecología Acuática El Colegio de la Frontera Sur Quintana Roo Chetumal 77014 Mexico	Escuela de Ciencias Biológicas Facultad de Ciencias Exactas y Naturales Universidad Nacional de Costa Rica Costa Rica; Departamento de Sistemática y Ecología Acuática El Colegio de la Frontera Sur Quintana Roo Chetumal 77014 Mexico	Scopus				
Gou Y.; Wang C.	2022	Article	All Open Access; Gold Open Access	Sustainability (Switzerland)	English	Gou Y. Institute of Geographic Sciences and Natural Resources Research Chinese Academy of Sciences Beijing 100101 China College of Resources and Environment University of Chinese Academy of Sciences Beijing 100049 China; Wang C. Institute of Geographic Sciences and Natural Resources Research Chinese Academy of Sciences Beijing 100101 China College of Resources and Environment University of Chinese Academy of Sciences Beijing 100049 China	Institute of Geographic Sciences and Natural Resources Research Chinese Academy of Sciences Beijing 100101 China; College of Resources and Environment University of Chinese Academy of Sciences Beijing 100049 China	Scopus				
Yoo J.; Collins J.M.; Rohli R.V.	2015	Article	NA	Professional Geographer	English	Yoo J. Department of Earth and Planetary Sciences University of New Mexico Albuquerque 87131 NM United States; Collins J.M. Department of Geography Environmental Science and Planning University of South Florida Tampa 33620 FL United States; Rohli R.V. Department of Geography and Anthropology Louisiana State University Baton Rouge 70803 LA United States	Department of Earth and Planetary Sciences University of New Mexico Albuquerque 87131 NM United States; Department of Geography Environmental Science and Planning University of South Florida Tampa 33620 FL United States; Department of Geography and Anthropology Louisiana State University Baton Rouge 70803 LA United States	Scopus				
Carrera-Parra L.F.; Fauchald K.; Gambi M.C.	2011	Article	NA	Italian Journal of Zoology	English	Carrera-Parra L.F. Colegio de la frontera Sur Departamento de Ecologia Acuàtica Chetumal Quintana Roo México Mexico; Fauchald K. Smithsonian Institution of Natural History Washington DC United States; Gambi M.C. Stazione Zoologica Anton Dohrn Napoli Group of Benthic Ecology (Ischia) Laboratory of Functional and Evolutionary Ecology Napoli Italy	Colegio de la frontera Sur Departamento de Ecologia Acuàtica Chetumal Quintana Roo México Mexico; Smithsonian Institution of Natural History Washington DC United States; Stazione Zoologica Anton Dohrn Napoli Group of Benthic Ecology (Ischia) Laboratory of Functional and Evolutionary Ecology Napoli Italy	Scopus				
Jordan B.R.; Sigurdsson H.; Carey S.N.; Rogers R.; Ehrenborg J.	2006	Conference paper	NA	Special Paper of the Geological Society of America	English	Jordan B.R. Department of Geology United Arab Emirates University Al Ain P.O. Box 17551 United Arab Emirates; Sigurdsson H. Graduate School of Oceanography University of Rhode Island Narragansett RI 02882-1197 United States; Carey S.N. Graduate School of Oceanography University of Rhode Island Narragansett RI 02882-1197 United States; Rogers R. Department of Geology United Arab Emirates University Al Ain P.O. Box 17551 United Arab Emirates; Ehrenborg J. Revista del Centro de Investigaciones Geoscientificas (CIGEO) Colonia Miguel Bonilla No. 165 CC. Managua Apartado Postal A-131 Nicaragua	Department of Geology United Arab Emirates University Al Ain P.O. Box 17551 United Arab Emirates; Graduate School of Oceanography University of Rhode Island Narragansett RI 02882-1197 United States; Revista del Centro de Investigaciones Geoscientificas (CIGEO) Colonia Miguel Bonilla No. 165 CC. Managua Apartado Postal A-131 Nicaragua	Scopus				
Elsner J.B.; Jagger T.H.	2004	Conference paper	NA	26th Conference on Hurricanes and Tropical Meteorology	English	Elsner J.B. Florida State University Tallahassee FL United States Florida State University Department of Geography Tallahassee FL United States; Jagger T.H. Florida State University Tallahassee FL United States	Florida State University Tallahassee FL United States; Florida State University Department of Geography Tallahassee FL United States	Scopus				
Athié G.; Candela J.; Ochoa J.; Sheinbaum J.	2012	Article	All Open Access; Bronze Open Access	Journal of Geophysical Research: Oceans	English	Athié G. Departamento de Oceanografia Fisica CICESE CP 22860 Ensenada Baja California Carretera Ensenada-Tijuana 3918 Zona Playitas Mexico; Candela J. Departamento de Oceanografia Fisica CICESE CP 22860 Ensenada Baja California Carretera Ensenada-Tijuana 3918 Zona Playitas Mexico; Ochoa J. Departamento de Oceanografia Fisica CICESE CP 22860 Ensenada Baja California Carretera Ensenada-Tijuana 3918 Zona Playitas Mexico; Sheinbaum J. Departamento de Oceanografia Fisica CICESE CP 22860 Ensenada Baja California Carretera Ensenada-Tijuana 3918 Zona Playitas Mexico	Departamento de Oceanografia Fisica CICESE CP 22860 Ensenada Baja California Carretera Ensenada-Tijuana 3918 Zona Playitas Mexico	Scopus				
Suárez-Morales E.; Tovar E.	2004	Article	NA	Sarsia	English	Suárez-Morales E. El Colegio de la Frontera Sur Unidad Chetumal Quintana Roo 77000 A.P. 424 Chetumal Mexico National Museum of Natural History Washington DC United States; Tovar E. El Colegio de la Frontera Sur Unidad Chetumal Quintana Roo 77000 A.P. 424 Chetumal Mexico	El Colegio de la Frontera Sur Unidad Chetumal Quintana Roo 77000 A.P. 424 Chetumal Mexico; National Museum of Natural History Washington DC United States	Scopus				
Torrado L.; Carvajal-Arenas L.C.; Sanchez J.; Mann P.; Silva-Tamayo J.C.	2019	Article	NA	AAPG Bulletin	English	Torrado L. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States; Carvajal-Arenas L.C. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States Applied Geosciences through Innovative Exploration Houston TX United States; Sanchez J. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States Ecopetrol Bogotá Colombia; Mann P. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States; Silva-Tamayo J.C. Department of Earth and Atmospheric Sciences University of Houston Houston TX United States Natural Sciences Faculty Antonio Nariño University Campus Circunvalar Bogotá Colombia	Department of Earth and Atmospheric Sciences University of Houston Houston TX United States; Applied Geosciences through Innovative Exploration Houston TX United States; Ecopetrol Bogotá Colombia; Natural Sciences Faculty Antonio Nariño University Campus Circunvalar Bogotá Colombia	Scopus				
Sheng J.	2006	Conference paper	NA	Proceedings of the International Conference on Estuarine and Coastal Modeling	English	Sheng J. Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada	Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada	Scopus				
Carvajal-Arenas L.C.; Torrado L.; Mann P.	2015	Book chapter	NA	AAPG Memoir	English	Carvajal-Arenas L.C. Department of Earth and Atmospheric Sciences University of Houston Houston 77004 TX United States; Torrado L. Department of Earth and Atmospheric Sciences University of Houston Houston 77004 TX United States; Mann P. Department of Earth and Atmospheric Sciences University of Houston Houston 77004 TX United States	Department of Earth and Atmospheric Sciences University of Houston Houston 77004 TX United States	Scopus				
Lyons S.W.	2004	Article	All Open Access; Bronze Open Access	Weather and Forecasting	English	Lyons S.W. The Weather Channel Atlanta GA 30339 United States	The Weather Channel Atlanta GA 30339 United States	Scopus				
Sheng J.; Tang L.	2004	Conference paper	NA	Ocean Dynamics	English	Sheng J. Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada; Tang L. Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada	Department of Oceanography Dalhousie University Halifax NS B3H 4J1 Canada	Scopus				
Manzanilla-Dominguez H.; Gasca R.	2004	Erratum	NA	Crustaceana	English	NA	NA	Scopus				
